"titre";"créateur";"contributeur";"sujet";"description";"editeur";"Date ";"Type ";"format";"identifiant";"Source 1";"Source 2";"langue";"Relation";"couverture";"droits";"url"
"Juncus articulatus  (Juncaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Juncaceae_Juncus_articulatus_CLF125360";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Juncaceae_Juncus_articulatus_CLF125360.jpg"
"Juncus articulatus  (Juncaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Juncaceae_Juncus_articulatus_CLF125361";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Juncaceae_Juncus_articulatus_CLF125361.jpg"
"Juncus articulatus  (Juncaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Juncaceae_Juncus_articulatus_CLF125362";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Juncaceae_Juncus_articulatus_CLF125362.jpg"
"Juncus articulatus  (Juncaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Juncaceae_Juncus_articulatus_CLF125363";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Juncaceae_Juncus_articulatus_CLF125363.jpg"
"Juncus articulatus  (Juncaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Juncaceae_Juncus_articulatus_CLF125364";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Juncaceae_Juncus_articulatus_CLF125364.jpg"
"Juncus articulatus  (Juncaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Juncaceae_Juncus_articulatus_CLF125365";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Juncaceae_Juncus_articulatus_CLF125365.jpg"
"Juncus articulatus  (Juncaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Juncaceae_Juncus_articulatus_CLF125366";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Juncaceae_Juncus_articulatus_CLF125366.jpg"
"Juncus bufonius  (Juncaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Juncaceae_Juncus_bufonius_CLF125367";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Juncaceae_Juncus_bufonius_CLF125367.jpg"
"Juncus bufonius  (Juncaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Juncaceae_Juncus_bufonius_CLF125368";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Juncaceae_Juncus_bufonius_CLF125368.jpg"
"Juncus bufonius  (Juncaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Juncaceae_Juncus_bufonius_CLF125369";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Juncaceae_Juncus_bufonius_CLF125369.jpg"
"Juncus bufonius  (Juncaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Juncaceae_Juncus_bufonius_CLF125370";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Juncaceae_Juncus_bufonius_CLF125370.jpg"
"Juncus bulbosus  (Juncaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Juncaceae_Juncus_bulbosus_CLF125371";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Juncaceae_Juncus_bulbosus_CLF125371.jpg"
"Juncus bulbosus  (Juncaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Juncaceae_Juncus_bulbosus_CLF125372";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Juncaceae_Juncus_bulbosus_CLF125372.jpg"
"Juncus bulbosus  (Juncaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Juncaceae_Juncus_bulbosus_CLF125373";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Juncaceae_Juncus_bulbosus_CLF125373.jpg"
"Juncus bulbosus  (Juncaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Juncaceae_Juncus_bulbosus_CLF125374";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Juncaceae_Juncus_bulbosus_CLF125374.jpg"
"Juncus bulbosus  (Juncaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Juncaceae_Juncus_bulbosus_CLF125375";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Juncaceae_Juncus_bulbosus_CLF125375.jpg"
"Juncus capitatus  (Juncaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Juncaceae_Juncus_capitatus_CLF125376";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Juncaceae_Juncus_capitatus_CLF125376.jpg"
"Juncus capitatus  (Juncaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Juncaceae_Juncus_capitatus_CLF125377";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Juncaceae_Juncus_capitatus_CLF125377.jpg"
"Juncus compressus  (Juncaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Juncaceae_Juncus_compressus_CLF125378";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Juncaceae_Juncus_compressus_CLF125378.jpg"
"Juncus compressus  (Juncaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Juncaceae_Juncus_compressus_CLF125379";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Juncaceae_Juncus_compressus_CLF125379.jpg"
"Juncus conglomeratus  (Juncaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Juncaceae_Juncus_conglomeratus_CLF125380";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Juncaceae_Juncus_conglomeratus_CLF125380.jpg"
"Juncus conglomeratus  (Juncaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Juncaceae_Juncus_conglomeratus_CLF125381";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Juncaceae_Juncus_conglomeratus_CLF125381.jpg"
"Juncus effusus  (Juncaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Juncaceae_Juncus_effusus_CLF125382";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Juncaceae_Juncus_effusus_CLF125382.jpg"
"Juncus effusus  (Juncaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Juncaceae_Juncus_effusus_CLF125383";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Juncaceae_Juncus_effusus_CLF125383.jpg"
"Juncus filiformis  (Juncaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Juncaceae_Juncus_filiformis_CLF125384";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Juncaceae_Juncus_filiformis_CLF125384.jpg"
"Juncus filiformis  (Juncaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Juncaceae_Juncus_filiformis_CLF125385";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Juncaceae_Juncus_filiformis_CLF125385.jpg"
"Juncus fontanesii  (Juncaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Juncaceae_Juncus_fontanesii_CLF125386";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Juncaceae_Juncus_fontanesii_CLF125386.jpg"
"Juncus fontanesii  (Juncaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Juncaceae_Juncus_fontanesii_CLF125387";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Juncaceae_Juncus_fontanesii_CLF125387.jpg"
"Juncus fontanesii  (Juncaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Juncaceae_Juncus_fontanesii_CLF125388";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Juncaceae_Juncus_fontanesii_CLF125388.jpg"
"Juncus gerardi  (Juncaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Juncaceae_Juncus_gerardi_CLF125389";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Juncaceae_Juncus_gerardi_CLF125389.jpg"
"Juncus gerardi  (Juncaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Juncaceae_Juncus_gerardi_CLF125390";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Juncaceae_Juncus_gerardi_CLF125390.jpg"
"Juncus heterophyllus  (Juncaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Juncaceae_Juncus_heterophyllus_CLF125391";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Juncaceae_Juncus_heterophyllus_CLF125391.jpg"
"Juncus heterophyllus  (Juncaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Juncaceae_Juncus_heterophyllus_CLF125392";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Juncaceae_Juncus_heterophyllus_CLF125392.jpg"
"Juncus hybridus  (Juncaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Juncaceae_Juncus_hybridus_CLF125393";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Juncaceae_Juncus_hybridus_CLF125393.jpg"
"Juncus hybridus  (Juncaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Juncaceae_Juncus_hybridus_CLF125394";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Juncaceae_Juncus_hybridus_CLF125394.jpg"
"Juncus hybridus  (Juncaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Juncaceae_Juncus_hybridus_CLF125395";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Juncaceae_Juncus_hybridus_CLF125395.jpg"
"Juncus hybridus  (Juncaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Juncaceae_Juncus_hybridus_CLF125396";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Juncaceae_Juncus_hybridus_CLF125396.jpg"
"Juncus inflexus  (Juncaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Juncaceae_Juncus_inflexus_CLF125397";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Juncaceae_Juncus_inflexus_CLF125397.jpg"
"Juncus inflexus  (Juncaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Juncaceae_Juncus_inflexus_CLF125398";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Juncaceae_Juncus_inflexus_CLF125398.jpg"
"Juncus jacquinii  (Juncaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Juncaceae_Juncus_jacquinii_CLF125399";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Juncaceae_Juncus_jacquinii_CLF125399.jpg"
"Juncus maritimus  (Juncaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Juncaceae_Juncus_maritimus_CLF125400";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Juncaceae_Juncus_maritimus_CLF125400.jpg"
"Juncus pygmaeus  (Juncaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Juncaceae_Juncus_pygmaeus_CLF125401";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Juncaceae_Juncus_pygmaeus_CLF125401.jpg"
"Juncus pygmaeus  (Juncaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Juncaceae_Juncus_pygmaeus_CLF125402";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Juncaceae_Juncus_pygmaeus_CLF125402.jpg"
"Juncus pygmaeus  (Juncaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Juncaceae_Juncus_pygmaeus_CLF125403";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Juncaceae_Juncus_pygmaeus_CLF125403.jpg"
"Juncus pyrenaeus  (Juncaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Juncaceae_Juncus_pyrenaeus_CLF125404";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Juncaceae_Juncus_pyrenaeus_CLF125404.jpg"
"Juncus squarrosus  (Juncaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Juncaceae_Juncus_squarrosus_CLF125405";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Juncaceae_Juncus_squarrosus_CLF125405.jpg"
"Juncus squarrosus  (Juncaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Juncaceae_Juncus_squarrosus_CLF125406";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Juncaceae_Juncus_squarrosus_CLF125406.jpg"
"Juncus striatus  (Juncaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Juncaceae_Juncus_striatus_CLF125407";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Juncaceae_Juncus_striatus_CLF125407.jpg"
"Juncus striatus  (Juncaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Juncaceae_Juncus_striatus_CLF125408";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Juncaceae_Juncus_striatus_CLF125408.jpg"
"Juncus subuodulosus  (Juncaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Juncaceae_Juncus_subuodulosus_CLF125409";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Juncaceae_Juncus_subuodulosus_CLF125409.jpg"
"Juncus subulatus  (Juncaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Juncaceae_Juncus_subulatus_CLF125410";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Juncaceae_Juncus_subulatus_CLF125410.jpg"
"Juncus tenageia  (Juncaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Juncaceae_Juncus_tenageia_CLF125411";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Juncaceae_Juncus_tenageia_CLF125411.jpg"
"Juncus tenageia  (Juncaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Juncaceae_Juncus_tenageia_CLF125412";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Juncaceae_Juncus_tenageia_CLF125412.jpg"
"Juncus tenageia  (Juncaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Juncaceae_Juncus_tenageia_CLF125413";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Juncaceae_Juncus_tenageia_CLF125413.jpg"
"Juncus tenageia  (Juncaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Juncaceae_Juncus_tenageia_CLF125414";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Juncaceae_Juncus_tenageia_CLF125414.jpg"
"Juncus tenuis  (Juncaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Juncaceae_Juncus_tenuis_CLF125415";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Juncaceae_Juncus_tenuis_CLF125415.jpg"
"Juncus tenuis  (Juncaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Juncaceae_Juncus_tenuis_CLF125416";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Juncaceae_Juncus_tenuis_CLF125416.jpg"
"Juncus tenuis  (Juncaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Juncaceae_Juncus_tenuis_CLF125417";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Juncaceae_Juncus_tenuis_CLF125417.jpg"
"Juncus trifidus  (Juncaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Juncaceae_Juncus_trifidus_CLF125418";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Juncaceae_Juncus_trifidus_CLF125418.jpg"
"Juncus trifidus  (Juncaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Juncaceae_Juncus_trifidus_CLF125419";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Juncaceae_Juncus_trifidus_CLF125419.jpg"
"Juncus triglumis  (Juncaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Juncaceae_Juncus_triglumis_CLF125420";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Juncaceae_Juncus_triglumis_CLF125420.jpg"
